用户ID,评论内容,购买时间,点赞数,回复数,得分,评价时间,手机型号
15621825344,用了半个月才来评价，这款石头非常聪明，启动后先扫描整个房子规划好路线，然后逐区清洁。很灵敏边边角角都能清洁到，有障碍物时会提前减速轻轻避开??，比我以前的扫地机聪明不止一点点。加一次水，130平面积清洁完水还有剩。续航能力强，130面积清洁完没问题。值得一提的是音波震动擦地，真的好干净啊??真正意义的解决了双手，小飞侠非常满意。,2021-03-29 17:23:29,1,1,5,2021-05-01 11:32:01,肖战同款石头（roborock）扫地机器人T7S 扫拖一体机智能吸尘器家用激光导航规划全自动拖地机A1400RR
15867638943,肖战粉丝小飞侠：家有小科，无奈只有扫地吸尘，拖地还得跟上。选择小石头，因为信任肖战的选择！果然不负所望，拖地效果超棒！爱了爱了！强烈推荐小石头！,2021-06-18 23:58:47,0,1,5,2021-06-25 12:41:15,肖战同款石头（roborock）扫地机器人T7S 扫拖一体机智能吸尘器家用激光导航规划全自动拖地机A1400RR
15569749457,小机器人颜值颇高，很可爱啊，挺灵敏挺智能的，我跟了它一个多小时，感觉先描边再上色哈哈哈？续航也不错，一遍用了不到40％的电量~APP上有很多功能，好用还好玩儿，遇到人好像还会减速我观察到可能哦？我应该买几块拖地的布子来着当时忘了呜呜呜&hellip;&hellip;,2021-03-29 12:04:11,0,1,5,2021-04-17 13:49:04,肖战同款石头（roborock）扫地机器人T7S 扫拖一体机智能吸尘器家用激光导航规划全自动拖地机A1400RR
15562851868,15号凌晨付尾款，下午就到了，目前已完成家里的两次清扫。可以来说下感受了，颠覆了我对扫地机器人的认知，这是一个很聪明的小石头，越障、爬小坡完全不在话下，最惊喜的是扫拖功能，细小的沙尘都清扫干净了，集尘内的垃圾数量让人惊讶。目前已完成建模，还有肖战的语音，完美结合！,2021-03-30 19:16:15,6,1,5,2021-04-16 14:40:13,肖战同款石头（roborock）扫地机器人T7S 扫拖一体机智能吸尘器家用激光导航规划全自动拖地机A1400RR
15846360863,"京东618买的，送货速度快，石头T7S很不错，直接解放双手，拖地功能很棒，效果好，很干净。
吸力大小：吸力可以调节，还可以
越障能力：越障碍能力还可以提高",2021-06-18 00:00:08,0,0,5,2021-06-21 17:13:07,肖战同款石头（roborock）扫地机器人T7S 扫拖一体机智能吸尘器家用激光导航规划全自动拖地机A1400RR
15574593910,肖战粉丝小飞侠收到了，昨晚开始试用了一下，很好用。没管他自己在工作，然后完了自己乖乖去充电了。地面很干净，关键有坎的地方自己能爬上爬下，太棒了。而且拖地不会很湿，前面拖完地，不久就干了，我可以解放双手，还有我的老腰了。,2021-03-29 10:19:13,4,1,5,2021-04-18 18:52:35,肖战同款石头（roborock）扫地机器人T7S 扫拖一体机智能吸尘器家用激光导航规划全自动拖地机A1400RR
15585877079,"特意使用了几次后评价：
1.智能程度高，路线规划合理，覆盖率高，无漏扫，越障能力强。app使用非常方便。
2.吸力很大，原本看着挺干净的地面，打开集尘盒惊到我了。拖地效果也不错，比我拖的干净，当然和保洁阿姨比稍有差距，但日常清洁足够了。
3.续航能力强大，打扫77平米只耗电30%。
总体而言，非常满意，感谢代言人肖战让我知道了这个品牌，拥有了这款性价比很高的产品。",2021-03-30 19:36:33,0,1,5,2021-04-21 17:45:46,肖战同款石头（roborock）扫地机器人T7S 扫拖一体机智能吸尘器家用激光导航规划全自动拖地机A1400RR
15569284609,石头到家第三天了，第一天的时候使用，识别地图太厉害了！非常智能，不会乱撞，而且我加虚拟墙十分方便。使用简单明了，很好上手。打扫完之后集尘盒里的毛发和灰吓我一跳，没想到一直以为打扫干净的家里会有那么多毛发和灰层...最好用的就是它不仅扫地，还能拖地！天知道我最讨厌这两样了，现在每天扫一遍，三天拖一遍，非常满意。过年前问过我妈买不买扫地机器人，结果拖延症加选择困难症拖了那么久。刚好肖战宣石头，小飞侠当然相信肖战啦。跟着买他几次代言，知道产品质量绝对有保证。用了几天确定了现在的国产真的优秀，然后我就向亲朋好友推荐了哈哈哈，产品质量在，底气十足。国产品牌雄起！,2021-03-29 10:35:13,1,1,5,2021-04-17 11:36:28,肖战同款石头（roborock）扫地机器人T7S 扫拖一体机智能吸尘器家用激光导航规划全自动拖地机A1400RR
15606621919,肖战粉丝小飞侠支持肖战代言，由于出差了评价迟了。爸爸已经用了，很好用，打扫卫生很干净，没有噪音，拖地板也很干净。现在解放了双手，又干净，又轻松。所以说肖战代言的产品都是高品质的。等新房装修好再买。,2021-03-30 10:46:36,0,1,5,2021-04-27 08:51:58,肖战同款石头（roborock）扫地机器人T7S 扫拖一体机智能吸尘器家用激光导航规划全自动拖地机A1400RR
15671263942,买来送给家里老人，操作简单，自己可以轻松躲避障碍物，打扫也很干净，平常床底不好清理的地方靠它了，老人很喜欢。,2021-05-08 09:26:44,0,1,5,2021-05-14 13:44:24,肖战同款石头（roborock）扫地机器人T7S 扫拖一体机智能吸尘器家用激光导航规划全自动拖地机A1400RR
15574892175,肖战阿姨粉丝小飞侠终于购买上了石头扫地机器人，今天已经让这台扫地机器人开始工作了一翻，还真的是不错，把客厅餐厅给打扫得干干净净的，超级棒！,2021-03-31 20:42:40,5,1,5,2021-04-18 20:09:48,肖战同款石头（roborock）扫地机器人T7S 扫拖一体机智能吸尘器家用激光导航规划全自动拖地机A1400RR
15848625022,"越障能力：机器人的越障能力很不错，能老远就识别，然后避开障碍物～
续航时间：机器的续航时间很好，扫地和拖地能够通过米家软件自由设置，自由切换～
噪音大小：设备的噪音不是很大，都在可控范围内，能接受～
吸力大小：设备的吸力很强，有时候打开尘盒，发现里面有螺丝钉。。还有一些你根本想象不到的东西被他吸进去?太厉害了。
还有要说下京东的保价功能，简直无敌！大品牌果然值得信赖！点赞啊，以后就只在京东上买东西了，618买的超级划算～",2021-06-15 22:17:46,0,1,5,2021-06-22 00:29:58,肖战同款石头（roborock）扫地机器人T7S 扫拖一体机智能吸尘器家用激光导航规划全自动拖地机A1400RR
15871357159,包装完好无损，使用了一段时间了，机器很智能，打扫的特别干净，建图也很顺利，噪声不大。每天能够定时打扫，远程遥控，分区管理，总之机器非常智能。解放了双手，应该早点买，这个牌子真的好用，身边很多朋友都在用。,2021-06-06 09:30:09,0,1,5,2021-06-26 09:00:12,肖战同款石头（roborock）扫地机器人T7S 扫拖一体机智能吸尘器家用激光导航规划全自动拖地机A1400RR
15762839552,六一零点下的单，下午就送到家了。京东物流的效率还是挺高的，赞！这次买的是石头扫拖机器人T7S，打开包装按照说明组装好，先给小白充了一会儿电，然后就开始工作了。真的非常好用，一个一个房间仔仔细细的清扫完成，几乎没有遗漏的区域。遇到小台阶也能轻松的跨过去，会自动识别地垫区域。噪声也还行，值得购买。,2021-05-27 15:42:54,0,1,5,2021-06-05 08:25:01,肖战同款石头（roborock）扫地机器人T7S 扫拖一体机智能吸尘器家用激光导航规划全自动拖地机A1400RR
15832075363,朋友家买过这个，推荐石头这款扫拖一体机器人，618过段入手了。使用起来真的很方便，已使用几次，清扫、拖地很干净，110平房子不到一个小时扫拖完，水量用了一半，还能有效避障。,2021-06-14 10:21:46,0,1,5,2021-06-19 10:20:20,肖战同款石头（roborock）扫地机器人T7S 扫拖一体机智能吸尘器家用激光导航规划全自动拖地机A1400RR
15626591465,生命就应该浪费在美好的事物上，今天小石头T7S到了，体验一下，感觉真的很美妙，又可以为懒找借口了，不过扫拖确实不错。就是担心拖布使用寿命。,2021-05-01 14:52:41,0,1,5,2021-05-02 20:06:19,肖战同款石头（roborock）扫地机器人T7S 扫拖一体机智能吸尘器家用激光导航规划全自动拖地机A1400RR
15865477286,"这款机器人是我亲戚给我推荐的,他家一直在用,很满意。今天一用,果然比我以前买过的两个都要好用，扫得干净,噪音小,避险功能也很好。",2021-06-18 18:49:08,0,1,5,2021-06-24 23:11:58,肖战同款石头（roborock）扫地机器人T7S 扫拖一体机智能吸尘器家用激光导航规划全自动拖地机A1400RR
15577764404,15号付尾款，第二天就收到了，趁周末休息赶快用起来～使用感受：噪音小，避障功能强，可以很灵活的在我家折叠椅下穿梭，清扫效果肉眼可见的干净，干累了很机灵的回去充电。另外 太爱代言人肖战的语音包了，石头真懂我们！?,2021-03-29 11:36:38,2,1,5,2021-04-19 15:49:39,肖战同款石头（roborock）扫地机器人T7S 扫拖一体机智能吸尘器家用激光导航规划全自动拖地机A1400RR
15678260632,扫地机器人很早以前就想买了，后来我同事买了以后她就推介我买石头机器人，自从我买了它以后，我就省去了很多时间，它是家里的一把好手，各个房间都能按照自己的智能规划，哪怕我在上班的时间也能通过app把家里打扫得干干净净，回家有个舒适干净的环境，最后支持小飞侠的朋友,2021-05-10 09:36:53,0,1,5,2021-05-16 10:07:45,肖战同款石头（roborock）扫地机器人T7S 扫拖一体机智能吸尘器家用激光导航规划全自动拖地机A1400RR
15563791376,昨天早上付尾款今天就收到了，试了单独清扫功能和扫拖同时功能，发现这款机器人功能实在太强大了，触觉灵敏，规划路线非常合理，几乎没有乱转的时候，清扫功能集尘太厉害了，原本以为屋子每天清扫，但是还是清了太多头发灰尘和碎屑，基本没有死角，比较惊喜的是拖地功能，以为只有有限面积的抹布擦地效果不会太好，结果完全出乎意料的擦得很干净，总之太满意这款机器人。肖战粉丝小飞侠感谢肖战的推荐，又认识了一个优秀的品牌，并且从中受益。,2021-03-29 13:14:42,1,1,5,2021-04-16 19:07:48,肖战同款石头（roborock）扫地机器人T7S 扫拖一体机智能吸尘器家用激光导航规划全自动拖地机A1400RR
15874667640,这是我618买的同款第二个扫地机了。第一个自己家里用打扫的很干净，很满意。这次给妈妈家里买了一个。不用担心智能扫地机老人不太会使用，设备直接绑定在我的手机上，定时扫拖，随时查看，妈妈和我都很满意。小飞侠谢谢肖战代言的石头扫地机器人，让我们全家都真正解放双手啦！,2021-06-18 23:28:15,0,1,5,2021-06-26 20:41:01,肖战同款石头（roborock）扫地机器人T7S 扫拖一体机智能吸尘器家用激光导航规划全自动拖地机A1400RR
15856961382,之前家里用无线吸尘器，然后再自己拖2遍，打扫家务浪费了好多时间，同事用的T7说好用，我也赶紧入手了一个，感觉比我拖的干净多了，家里干干净净的心里太舒服，孩子光脚地上跑也不操心，腾出好多时间可以陪孩子干其他事情了 ，真是后悔入晚了！,2021-06-10 23:30:19,0,1,5,2021-06-23 13:05:18,肖战同款石头（roborock）扫地机器人T7S 扫拖一体机智能吸尘器家用激光导航规划全自动拖地机A1400RR
15569735798,"预订了十多天的T7S终于收到了。迫不及待的当天晚

上就打开试了试。不得不佩服石头的构图和算法，感觉这个小机器特别的聪明和灵活，拖地拖的特别干净，很多机器人都拖不感觉，但是T7S的拖地功能真的是有了很大的升级～很喜欢这款产品，也很喜欢石头科技。",2021-04-09 11:11:20,0,1,5,2021-04-17 13:47:47,肖战同款石头（roborock）扫地机器人T7S 扫拖一体机智能吸尘器家用激光导航规划全自动拖地机A1400RR
15704116601,非常好用，扫拖都非常干净，我是新装修的房子开荒保洁。有了它不用自己动手，真的很方便。而且定位很准，避开障碍的能力也很强，边边角角都可以扫到。大赞！,2021-05-20 21:40:36,0,1,5,2021-05-22 13:20:27,肖战同款石头（roborock）扫地机器人T7S 扫拖一体机智能吸尘器家用激光导航规划全自动拖地机A1400RR
15578229926,因为肖战代言后才关注的扫地机器人，付了尾款后快递很快就到家了，试了一下，真香！拖地功能在茶几上试了一下，擦的很干净，而且不会掉下去！！！整个房间打扫的特别干净，老实讲，比自己打扫后的干净，特别好，解放双手！再也不用休息天打扫卫生了。科技改变生活是真的，这种提升生活幸福感的小家电，后悔没有早点买?小飞侠一直支持肖战?,2021-03-29 14:28:45,1,1,5,2021-04-19 17:50:34,肖战同款石头（roborock）扫地机器人T7S 扫拖一体机智能吸尘器家用激光导航规划全自动拖地机A1400RR
15568964427,简直太好用了，完美解决双手，吸力和拖地有好几种模式可以选择，而且日常维护非常简单，不管是扫地还是拖地都达到了预期效果，支持石头支持肖战果然是没错的，真是方便又智能，比我以前用的其他牌子好太多了，强力推荐石头，狗毛终于能收拾干净了。（最主要我家狗子有的玩了）,2021-04-08 15:36:26,0,1,5,2021-04-17 10:12:14,肖战同款石头（roborock）扫地机器人T7S 扫拖一体机智能吸尘器家用激光导航规划全自动拖地机A1400RR
15571287771,今天试了一下全屋清扫，扫得很干净，声音很轻，小石头工作了一小时左右没电了，自己跑去充电了，非常满意！己推荐给同事了。,2021-03-29 12:22:38,0,1,5,2021-04-17 21:05:22,肖战同款石头（roborock）扫地机器人T7S 扫拖一体机智能吸尘器家用激光导航规划全自动拖地机A1400RR
15678672164,颜值好看大方，操作方便，界面大方清晰，连爸妈都能自己设置好清洁计划再按时执行。声音不会太吵。我们家主要需要它来扫地减轻爸妈的劳动负担。确实很棒！,2021-05-08 00:12:04,0,1,5,2021-05-16 11:46:02,肖战同款石头（roborock）扫地机器人T7S 扫拖一体机智能吸尘器家用激光导航规划全自动拖地机A1400RR
15862002155,比较几款  最终选择了石头这款扫拖机器人  扫地两天三次  满满的吸力 家里地板地毯上毛絮灰尘都清扫干净了  且很智能 爬坎上毯 犄角旮旯都没落下  家里人都感叹 终于解放双手了,2021-06-18 18:37:32,0,0,5,2021-06-24 11:38:33,肖战同款石头（roborock）扫地机器人T7S 扫拖一体机智能吸尘器家用激光导航规划全自动拖地机A1400RR
15557284840,已收到货，肖战代言必须支持，前期使用准备都是按照说明书指导安装的，操作简单易懂，扫拖机操作灵活，工作效率很不错，清理得很干净，减轻了很多人力作业哈！满足,2021-03-29 10:15:39,6,1,5,2021-04-15 22:16:55,肖战同款石头（roborock）扫地机器人T7S 扫拖一体机智能吸尘器家用激光导航规划全自动拖地机A1400RR
15581049208,石头扫地机器人非常好用，老公说这是我今年买的最成功的一件东西！避障能力强大，除了一次抹布掉地上，被吸进去卡住了，用了这么多天完全不用操心它。清洁能力也很强大，而且针对不同区域还可以设置不同清扫模式。每天走一遍，感觉比我自己打扫得还干净，拖把、吸尘器可以全部淘汰了！,2021-03-29 12:42:06,0,1,5,2021-04-20 13:14:14,肖战同款石头（roborock）扫地机器人T7S 扫拖一体机智能吸尘器家用激光导航规划全自动拖地机A1400RR
15597837194,肖战粉丝百香果支持肖战代言！因为肖战代言才知道了石头扫地机器人，正好家里需要果断下单了，使用之后的感觉就是一个字，赞！扫拖功能非常满意，关键是比人工干净效率又高，爸妈都赞不绝口，没想到国产品牌也能这么优秀，已经推荐给同事啦！,2021-04-20 08:59:12,1,1,5,2021-04-24 21:03:32,肖战同款石头（roborock）扫地机器人T7S 扫拖一体机智能吸尘器家用激光导航规划全自动拖地机A1400RR
15578477495,真的太好了，解放了双手，感谢肖战给了我选择，肖战小飞侠开心的啦，床底下终于不是很多毛毛了，开心，商家还送了很多东西，简直大爱。吸力不错,2021-03-29 11:07:05,1,1,5,2021-04-19 19:00:29,肖战同款石头（roborock）扫地机器人T7S 扫拖一体机智能吸尘器家用激光导航规划全自动拖地机A1400RR
15582752976,早上尾款下午收到是什么速度，哈哈哈！家有俩猫，石头真的是帮了大忙，每天都能清扫出一盒猫毛，真给力！扫完地板真是干净了不少，娃在家总是不穿鞋子跑来跑去，这两天袜子也终于没那么脏了，省心啊！感谢肖战在我长草两款扫拖机器人的时候及时带来了石头，小飞侠用得很开心～,2021-04-01 10:21:32,0,1,5,2021-04-20 20:54:40,肖战同款石头（roborock）扫地机器人T7S 扫拖一体机智能吸尘器家用激光导航规划全自动拖地机A1400RR
15561136413,物流好快，凌晨付的尾款，下午就收到啦！迫不及待的就把石头用了起来，整体感觉很灵敏，吸力也大，把床底下这些不经常能打扫到的地方也打扫的干干净净，非常开心！,2021-03-29 17:57:07,2,1,5,2021-04-16 01:13:33,肖战同款石头（roborock）扫地机器人T7S 扫拖一体机智能吸尘器家用激光导航规划全自动拖地机A1400RR
15617606824,"地宝是几年前的旧款，经常卡在门口的地垫和瓷砖与木地板的交接处。家里到处有被猫猫带出来的猫砂，地宝的刷子会把猫砂打飞，连扫几次也不能全部扫净。
石头完美地扬长避短，轻松地在满屋自由穿梭，扫得干净，拖得也很干净（比我自己拖得更干净）。手机APP非常方便，远程控制提前打扫，吸力和语音音量可以通过APP调节，吸力最大档噪音跟吸尘器差不多，我一般用标准档。
现在回到家就能踏着没有毛毛和砂砂的干净地板，特别是门口垫子上沾到的毛毛也清除干净了，太钟意了。石头代言人肖战的语音包太可了，肖战粉丝小飞侠支持肖战代言，祝石头越来越好。",2021-04-26 22:55:30,0,1,5,2021-04-30 05:37:11,肖战同款石头（roborock）扫地机器人T7S 扫拖一体机智能吸尘器家用激光导航规划全自动拖地机A1400RR
15609470057,已经用了一个多星期了，非常好用。小石头扫地超干净，还很聪明，复杂地形也难不住它，很满意！谢谢肖战的推荐，肖战代言必是精品。礼包也很好，送了3种配件、肖战手机支架和贴纸，手机支架很精致，喜欢。代言人好帅，语音好苏好好听！,2021-03-29 17:30:26,0,1,5,2021-04-27 21:23:47,肖战同款石头（roborock）扫地机器人T7S 扫拖一体机智能吸尘器家用激光导航规划全自动拖地机A1400RR
15709121770,已经收到好几天了，设置好地图后天天都清扫一遍。跟几年前买的另一个牌子比起来，真的是太好用了。家里三只猫，原来怕猫咪爪子脏了后上床，天天都要收拾卫生。用了石头后，每天都吸的干干净净，拖的干干净净的，地垫上再也不会有一簇簇的猫毛了。这个绝对是强迫症猫奴居家必备良品。太开心了！,2021-05-15 22:47:05,1,1,5,2021-05-23 17:04:47,肖战同款石头（roborock）扫地机器人T7S 扫拖一体机智能吸尘器家用激光导航规划全自动拖地机A1400RR
15848748193,"前段时间同学让我帮忙推荐一款扫地机器人，扫地机器人品牌很多，像石头、iRobot、科沃斯、云鲸、米家等等，综合对比下来性价比最高的还得是石头
我推荐了肖战代言的石头T7S Plus扫拖一体机器人，拖地会震动，每分钟3000次的震动声波将地板上的污渍擦除，拖布可以升降，当遇到地毯的时候，拖布会抬起来，只吸尘不出水，不会弄湿地毯，这个设计非常人性化，之前怕地毯被水弄湿都是设置禁区，现在地毯也能得到有效",2021-06-18 17:00:05,1,1,5,2021-06-22 02:03:39,肖战同款石头（roborock）扫地机器人T7S 扫拖一体机智能吸尘器家用激光导航规划全自动拖地机A1400RR
15849093523,这是吸力最大的声音，还可以的，吸尘干净。这是买的第三个石头机器人了，因为家里没有宠物，所以这个型号超级适合我。好用，好用，还是好用，解放双手的神器，节省了大量时间，扫拖干净。,2021-06-14 18:41:07,0,1,5,2021-06-22 07:30:48,肖战同款石头（roborock）扫地机器人T7S 扫拖一体机智能吸尘器家用激光导航规划全自动拖地机A1400RR
15650215152,肖战粉丝，肖战代言的扫地机器人产品过硬，方便、省时省力、真心好用，果然跟着肖战走，不会后悔呦，支持肖战！,2021-03-31 13:30:22,0,1,5,2021-05-09 07:32:28,肖战同款石头（roborock）扫地机器人T7S 扫拖一体机智能吸尘器家用激光导航规划全自动拖地机A1400RR
15648309265,这是我买的第二个石头扫地机器人了，这款升级版果然更好用，拖地不用中途加水了，也更干净。尘盒也升级了，以前那个老款一直也很好用，没有坏过，这个新的是准备放在新房子用的。,2021-05-04 19:19:23,0,1,5,2021-05-08 16:21:47,肖战同款石头（roborock）扫地机器人T7S 扫拖一体机智能吸尘器家用激光导航规划全自动拖地机A1400RR
15606780358,买来送姐姐的，外观好看大气，清扫特别干净，声音不大，可以规划路线，特别满意，姐姐姐夫都很喜欢！,2021-03-30 08:26:21,0,1,5,2021-04-27 09:34:56,肖战同款石头（roborock）扫地机器人T7S 扫拖一体机智能吸尘器家用激光导航规划全自动拖地机A1400RR
15570407918,用了两天才来评价，第一次用之前已经扫过地了没想到还扫出那么多灰尘，石头扫拖机器人智能，吸力强，可以划分区域打扫，也可以扫拖同时进行，打扫很仔细连角落都很干净，更可以设置肖战语音包超棒，真正是可以解放双手的机器人，肖战粉丝小飞侠支持肖战代言,2021-03-29 14:01:30,1,1,5,2021-04-17 16:59:05,肖战同款石头（roborock）扫地机器人T7S 扫拖一体机智能吸尘器家用激光导航规划全自动拖地机A1400RR
15759325162,"特意使用三天才来评价，真的是测底解放双手。
小石头很卖力，清洁和拖地功能都很棒。
小石头很智能，范围可按全屋/选区/划区来定位，地图管理很强大。
小石头很个性，机器人语音有多个选择。
总之，用户体验感超好。
百香果支持站总～！！！",2021-06-01 08:27:51,0,1,5,2021-06-04 13:12:34,肖战同款石头（roborock）扫地机器人T7S 扫拖一体机智能吸尘器家用激光导航规划全自动拖地机A1400RR
15872100130,"吸力大小：吸力蛮大的，每天落下的灰尘都能吸的很干净

智能程度：路线规划很智能，不会卡住，避障很智能
越障能力：厨房卫生间的门槛都能越过
续航时间：够单次扫全屋三遍了

对这个扫拖一体机非常满意，是非常提升幸福感的家电。",2021-06-18 20:43:39,0,1,5,2021-06-26 11:51:48,肖战同款石头（roborock）扫地机器人T7S 扫拖一体机智能吸尘器家用激光导航规划全自动拖地机A1400RR
15621598320,不好意思评价晚了，首次发售就付定金了，不枉费等待了半个月支付尾款，0点付款，下午就收到了，太意外了，颜值高，清扫拖地一次搞定，声音不算很大，能接受，清扫的挺干净，还收到了热爱礼盒，真的很赞哦。,2021-03-29 13:28:50,0,1,5,2021-05-01 10:20:26,肖战同款石头（roborock）扫地机器人T7S 扫拖一体机智能吸尘器家用激光导航规划全自动拖地机A1400RR
15830049488,昨天买的，今天就到了，迫不及待开箱。自己有鼻炎对味道很敏感，但是开箱时没有异味，总之感觉产品很高档。晚上让它开始干活，跟着看了一下，钻到餐桌下怕出不来，没想到没难住它，连孩子他爸都称赞它聪明?果然跟代言人一样出色！多用几次再追评！,2021-06-17 15:31:19,0,1,5,2021-06-18 22:09:17,肖战同款石头（roborock）扫地机器人T7S 扫拖一体机智能吸尘器家用激光导航规划全自动拖地机A1400RR
15580888589,经过多方比较，选择了石头，事实证明，它非常好用，扫拖很干净，买它就是为了扫床底，这样就再也不会床底积灰，弄得灰尘飞一房间落到被子上了，让自己睡在灰尘里，可惜沙发矬了，石头进不去，否则更完美了，妈妈早让我买扫地机器人，我总认准它扫不干净，事实证明我错了，后悔买晚了,2021-04-18 10:03:04,0,1,5,2021-04-20 12:32:10,肖战同款石头（roborock）扫地机器人T7S 扫拖一体机智能吸尘器家用激光导航规划全自动拖地机A1400RR
15828192477,当天购买，当天就送达了京东物流是真的快，一直想买扫地机器人，等到了肖战代言，果断的购买，使用后很好用，碰到障碍物自动转动，打扫也很干净，一直不喜欢拖地，终于可以解脱双手了。使用app上班时间就可以操作让它在家拖地，可以选择局部或者全屋拖地，水箱装满水，拖一次完全够用，沙发床下面平时打扫不到的，现在完全可以解决了。,2021-06-16 09:22:48,0,1,5,2021-06-18 16:54:59,肖战同款石头（roborock）扫地机器人T7S 扫拖一体机智能吸尘器家用激光导航规划全自动拖地机A1400RR
15888482144,扫地机器人避障精准，清扫轨迹合理，清扫效果很好，遇到地毯自动抬起拖布功能很人性化，解放双手提升幸福感。,2021-06-18 00:25:04,0,1,5,2021-06-29 11:05:14,肖战同款石头（roborock）扫地机器人T7S 扫拖一体机智能吸尘器家用激光导航规划全自动拖地机A1400RR
15584629776,首先颜值如代言人，满分！有份量有质感，使用很智能，方便。收货后先在书房试用一下，拖地很干净。这次真能解放双手了，它拖地我旁边玩手机，冲浪哈?,2021-03-29 23:13:55,0,2,5,2021-04-21 12:07:38,肖战同款石头（roborock）扫地机器人T7S 扫拖一体机智能吸尘器家用激光导航规划全自动拖地机A1400RR
15830579165,用了几天小石头的感受：果然肖战代言必是精品！太好用了，拖扫很干净，避障也很智能，解放双手，懒人福音。小飞侠支持肖战代言。,2021-06-12 13:23:50,0,1,5,2021-06-18 23:43:48,肖战同款石头（roborock）扫地机器人T7S 扫拖一体机智能吸尘器家用激光导航规划全自动拖地机A1400RR
15571533768,扫地，拖地都很干净！操作简单，方便！节省了我好多时间。百香果支持肖战！,2021-03-29 18:28:58,0,1,5,2021-04-17 22:16:55,肖战同款石头（roborock）扫地机器人T7S 扫拖一体机智能吸尘器家用激光导航规划全自动拖地机A1400RR
15753966070,1号收到的货，试用了几天，真的是解放双手的利器，家里三只猫，每天打扫实在是烦，用小石头简直是一种享受，拖地也很干净，尤其还能听着肖老师的语音，后悔没有早下单，下次搞活动一定要给爸妈再安排一个。,2021-05-26 20:31:33,0,1,5,2021-06-03 12:06:57,肖战同款石头（roborock）扫地机器人T7S 扫拖一体机智能吸尘器家用激光导航规划全自动拖地机A1400RR
15572817151,石头T7S系列扫拖机器人太好用，配上自动集尘充电座，再也不用频繁的清理尘盒。和以前用的扫地机器人相比，更智能更灵敏，噪音低，操作简单，清洁度更高！解放双手，不被束缚！,2021-03-29 10:40:14,1,1,5,2021-04-18 10:36:02,肖战同款石头（roborock）扫地机器人T7S 扫拖一体机智能吸尘器家用激光导航规划全自动拖地机A1400RR
15860741055,做了很久功课，从对机器人的一无所知到心中有数，最终选择了石头。真的很好用，犄角旮旯的灰尘都能扫出来，真的是解放了双手，香！,2021-06-15 17:37:23,0,1,5,2021-06-24 06:21:51,肖战同款石头（roborock）扫地机器人T7S 扫拖一体机智能吸尘器家用激光导航规划全自动拖地机A1400RR
15876613609,石头扫地机器人不错，小机器钻椅子桌子底，清扫很彻底，这些地方可都是我们平常清扫不到的，里面的脏东西都给清出来了，清扫再加拖地，整个屋是干干净净，效果很好，用得很省心，给我们一家省力，小东西买对了。听了很多褒贬不一的评价，确定7天可以无理由退货后，还是决定买一个试一试。真的很满意，智能、落地窗都能自己跨过。屋里扫了扫、真的是焕然一新。确实，比我自己扫的干净！很值！测试了几天，挺满意的，早该买了，不用拖扫，家里干干净净的，我解放了?机器好用，软件配合更方便，科技改变生活呀,2021-06-18 14:36:03,1,1,5,2021-06-27 10:12:09,肖战同款石头（roborock）扫地机器人T7S 扫拖一体机智能吸尘器家用激光导航规划全自动拖地机A1400RR
15638618492,使用了石头半个月来评价，比想象中更好用，操作简便，扫拖很干净，避障也很厉害。路线规划合理，不留死角，盯着APP里它的路线轨迹我能看半小时?简直强迫症患者的福音。现在家里每天都离不开它，还有肖战语音包太可爱了，能再多录几句就好了。,2021-03-29 19:49:08,0,1,5,2021-05-06 08:00:07,肖战同款石头（roborock）扫地机器人T7S 扫拖一体机智能吸尘器家用激光导航规划全自动拖地机A1400RR
15823586301,"收到货之后已经打扫了两次，拖地一次，打扫的很干净，非常智能，超出预期。
另外，给想放在洗手台下面的朋友参考，我家洗手台面宽70，床垫装放这可以正常返回充电",2021-05-30 17:52:39,0,1,5,2021-06-17 21:49:48,肖战同款石头（roborock）扫地机器人T7S 扫拖一体机智能吸尘器家用激光导航规划全自动拖地机A1400RR
15572290467,非常开心买到这么棒的产品，我是用过之后来评价的，机器工作起来速度快，几乎没有噪音，智能划区，语音提醒，传感器特别灵敏，太好用了，感谢肖战先生代言，让我们知道了这么好的产品，本小飞侠太满意了,2021-03-29 11:14:41,2,1,5,2021-04-18 07:35:02,肖战同款石头（roborock）扫地机器人T7S 扫拖一体机智能吸尘器家用激光导航规划全自动拖地机A1400RR
15680770067,看了好久的扫地机器人，终于下手了石头t7s，机器人使用简单便捷，建图快，吸力强，清扫的很干净。再也不用每天自己拖地了。,2021-05-09 16:33:38,0,1,5,2021-05-16 20:52:06,肖战同款石头（roborock）扫地机器人T7S 扫拖一体机智能吸尘器家用激光导航规划全自动拖地机A1400RR
15756646670,非常非常好用，地上很干净，拖地也没有水渍，避障功能也很好，地毯上都能吸干净表面的脏东西。床底下的万年老灰全部都清理干净了。先不用拖布，用清扫把全房扫个两三次，然后装上拖布，每天全房来一次。爽～一个房间需要洗一次拖布，很好洗。考虑到油烟问题，目前还没在厨房用过。,2021-05-31 21:46:32,0,1,5,2021-06-03 21:12:45,肖战同款石头（roborock）扫地机器人T7S 扫拖一体机智能吸尘器家用激光导航规划全自动拖地机A1400RR
