用户ID,评论内容,购买时间,点赞数,回复数,得分,评价时间,型号
15589951803,好产品好,2021-04-19 11:13:41,0,1,5,2021-04-22 18:40:12,【肖战代言款】倍轻松（breo）按摩披肩 颈部按摩器 颈部按摩仪 背部腰部颈部按摩器 红外热敷 京东专供
15819880233,非常好用,2021-06-06 15:22:01,0,0,5,2021-06-17 10:19:09,【肖战代言款】倍轻松（breo）按摩披肩 颈部按摩器 颈部按摩仪 背部腰部颈部按摩器 红外热敷 京东专供
14703152688,太重了，还没有开始用。包装是旧的。,2020-09-06 10:09:12,0,1,3,2020-09-30 21:11:03,【肖战代言款】倍轻松（breo）按摩披肩 颈部按摩器 颈部按摩仪 背部腰部颈部按摩器 红外热敷 京东专供
15752167801,好舒服！,2021-06-01 10:15:18,0,0,5,2021-06-02 22:58:23,【肖战代言款】倍轻松（breo）按摩披肩 颈部按摩器 颈部按摩仪 背部腰部颈部按摩器 红外热敷 京东专供
14656896773,都挺好，就是只能按十分钟有点美中不足,2020-09-16 15:02:08,0,1,3,2020-09-18 17:40:35,【肖战代言款】倍轻松（breo）按摩披肩 颈部按摩器 颈部按摩仪 背部腰部颈部按摩器 红外热敷 京东专供
14756245183,有热敷模式和捶打模式！如果有捏的模式就完美了。,2020-10-05 19:39:05,0,1,3,2020-10-15 15:22:23,【肖战代言款】倍轻松（breo）按摩披肩 颈部按摩器 颈部按摩仪 背部腰部颈部按摩器 红外热敷 京东专供
15486015531,服务到位,2021-03-31 16:37:42,0,1,5,2021-04-01 11:20:47,【肖战代言款】倍轻松（breo）按摩披肩 颈部按摩器 颈部按摩仪 背部腰部颈部按摩器 红外热敷 京东专供
15453723361,非常不错,2021-03-22 17:20:42,0,0,5,2021-03-23 17:42:16,【肖战代言款】倍轻松（breo）按摩披肩 颈部按摩器 颈部按摩仪 背部腰部颈部按摩器 红外热敷 京东专供
14327866678,买给家里人的，希望好用，物流慢了点。,2020-06-19 23:56:50,0,1,3,2020-06-22 16:50:39,【肖战代言款】倍轻松（breo）按摩披肩 颈部按摩器 颈部按摩仪 背部腰部颈部按摩器 红外热敷 京东专供
14048757372,还可以，凑合着用吧，对得起这个价格。,2020-03-15 23:49:03,0,1,3,2020-04-18 14:32:03,【肖战代言款】倍轻松（breo）按摩披肩 颈部按摩器 颈部按摩仪 背部腰部颈部按摩器 红外热敷 京东专供
13759851720,虽然价格便宜，但一点都不好用，用一会儿还罢工！,2020-01-22 19:50:47,0,1,3,2020-01-28 21:40:16,【肖战代言款】倍轻松（breo）按摩披肩 颈部按摩器 颈部按摩仪 背部腰部颈部按摩器 红外热敷 京东专供
15595332545,不好用，用了没多久，估计还没有一个月吧，力度越来越小了，而且主要是不能拆洗这层布，用久会有异味，~上面这个价位的比这好的有太多了,2021-03-12 19:34:26,0,2,2,2021-04-24 09:46:20,【肖战代言款】倍轻松（breo）按摩披肩 颈部按摩器 颈部按摩仪 背部腰部颈部按摩器 红外热敷 京东专供
13832845160,没劲。。。。力度很小。吃劲的朋友考虑下。,2020-02-10 20:02:04,0,1,3,2020-02-23 21:22:28,【肖战代言款】倍轻松（breo）按摩披肩 颈部按摩器 颈部按摩仪 背部腰部颈部按摩器 红外热敷 京东专供
14029588109,只有捶打功能，这个价格还行吧,2020-04-07 10:14:13,0,1,3,2020-04-13 15:40:44,【肖战代言款】倍轻松（breo）按摩披肩 颈部按摩器 颈部按摩仪 背部腰部颈部按摩器 红外热敷 京东专供
14521647885,首先就是感觉振动力度不够，感受不到太多的按摩效果，其次就是机器发热严重，振动一会就变热了，夏天使用感觉热死了，就和开了发热模式一样。模式什么的真的很烦，一次十分钟又没了,2020-07-27 13:14:28,1,2,2,2020-08-12 10:40:28,【肖战代言款】倍轻松（breo）按摩披肩 颈部按摩器 颈部按摩仪 背部腰部颈部按摩器 红外热敷 京东专供
15103281879,偶尔会自动停转,2020-11-21 14:20:31,0,1,3,2020-12-27 19:19:12,【肖战代言款】倍轻松（breo）按摩披肩 颈部按摩器 颈部按摩仪 背部腰部颈部按摩器 红外热敷 京东专供
14912999572,刚买，第一次用的时候扣子掉了，然后申请换货，换回来的还是用过，有破损的给我，真是无语了，影响心情,2020-11-11 01:23:53,0,1,1,2020-11-16 13:01:49,【肖战代言款】倍轻松（breo）按摩披肩 颈部按摩器 颈部按摩仪 背部腰部颈部按摩器 红外热敷 京东专供
13917683172,"之前十月买了一个，用了三个多月就坏了，本来想还好买了个三年免费换新服务，换个新的，没想到还?自费把旧的邮深圳检测，换新还?补差价！
最后相当于用了三??又多花37换个新的，但愿这次质量好点，多用些时间！",2020-01-18 16:38:49,4,2,1,2020-03-15 12:49:48,【肖战代言款】倍轻松（breo）按摩披肩 颈部按摩器 颈部按摩仪 背部腰部颈部按摩器 红外热敷 京东专供
13857949042,"知道物流有多垃圾吗？  我2019年1.30付的款，就说是疫情原因和过年你推迟发货可以，预计到货时间从2.20推到2.26 又腿到2.28结果今天，3.1才收到货！！！！别扯淡了，恶心死了！别人家能发快递你家不行？我买的京东的别的东西早到了！
而且，我不是不让你慢，你可以慢，你开始就说3.1到货我也没意见，但是一推再推就太恶心了！
再也不会买你家东西了！",2020-01-30 18:19:23,2,2,1,2020-03-01 10:00:22,【肖战代言款】倍轻松（breo）按摩披肩 颈部按摩器 颈部按摩仪 背部腰部颈部按摩器 红外热敷 京东专供
14106590899,最外面的包装箱是破的，打开里面更惊讶，产品居然装在一个破盒子里，感觉是别人退货的东西直接又发给我了，真#！,2020-04-30 16:28:39,0,1,1,2020-05-03 11:34:08,【肖战代言款】倍轻松（breo）按摩披肩 颈部按摩器 颈部按摩仪 背部腰部颈部按摩器 红外热敷 京东专供
14487269862,说实话，质量不怎么样。力度也不是很大。比较难用。但是价格太便宜了。,2020-06-10 13:02:44,0,1,2,2020-08-02 19:06:48,【肖战代言款】倍轻松（breo）按摩披肩 颈部按摩器 颈部按摩仪 背部腰部颈部按摩器 红外热敷 京东专供
14769745282,用起来感觉不错，很舒服，就是客服对产品的功能不是很了解，问啥都不知道,2020-10-17 11:18:04,0,1,2,2020-10-19 00:20:24,【肖战代言款】倍轻松（breo）按摩披肩 颈部按摩器 颈部按摩仪 背部腰部颈部按摩器 红外热敷 京东专供
15519291767,很差的，只用了五分钟就坏了,2021-03-27 19:31:51,0,1,1,2021-04-10 12:37:34,【肖战代言款】倍轻松（breo）按摩披肩 颈部按摩器 颈部按摩仪 背部腰部颈部按摩器 红外热敷 京东专供
15506254763,体验感极差,2021-04-05 18:49:33,0,1,3,2021-04-06 19:30:18,【肖战代言款】倍轻松（breo）按摩披肩 颈部按摩器 颈部按摩仪 背部腰部颈部按摩器 红外热敷 京东专供
15767847741,还不错,2021-05-19 13:08:30,0,1,5,2021-06-06 09:35:52,【肖战代言款】倍轻松（breo）按摩披肩 颈部按摩器 颈部按摩仪 背部腰部颈部按摩器 红外热敷 京东专供
14049815133,力度太小，不建议购买，捶打起来没有什么感觉,2020-04-17 14:58:25,0,1,2,2020-04-18 18:56:03,【肖战代言款】倍轻松（breo）按摩披肩 颈部按摩器 颈部按摩仪 背部腰部颈部按摩器 红外热敷 京东专供
15588136741,挺好的,2021-04-19 09:56:41,0,1,5,2021-04-22 10:26:02,【肖战代言款】倍轻松（breo）按摩披肩 颈部按摩器 颈部按摩仪 背部腰部颈部按摩器 红外热敷 京东专供
14285697536,说明书上写着每次10分钟，再次使用需要放置30分钟。使用的时候经常只会有一边捶打，没开加热发热很严重，放置两个小时了再次使用都不能坚持10分钟就因为过热自动停止了，很垃圾,2020-06-07 14:37:30,4,1,1,2020-06-15 09:31:49,【肖战代言款】倍轻松（breo）按摩披肩 颈部按摩器 颈部按摩仪 背部腰部颈部按摩器 红外热敷 京东专供
15466866593,商品没有拆，直接退的，咨询客服退款问题。态度极其恶劣，说京东收到货的3个工作日，还说我懂不懂的，客服极其嚣张，你横什么横，你这样的服务我确实不懂，,2021-03-22 15:56:05,0,1,1,2021-03-27 10:13:14,【肖战代言款】倍轻松（breo）按摩披肩 颈部按摩器 颈部按摩仪 背部腰部颈部按摩器 红外热敷 京东专供
15863174663,非常好,2021-06-08 22:04:26,0,0,5,2021-06-24 15:21:31,【肖战代言款】倍轻松（breo）按摩披肩 颈部按摩器 颈部按摩仪 背部腰部颈部按摩器 红外热敷 京东专供
15803709564,非常棒,2021-06-11 00:14:34,0,0,5,2021-06-14 00:26:03,【肖战代言款】倍轻松（breo）按摩披肩 颈部按摩器 颈部按摩仪 背部腰部颈部按摩器 红外热敷 京东专供
14850377089,这什么皮绒升级面料，碰到皮肤痒痒的。而且按摩效果也没有想象的那么好??,2020-11-04 06:06:36,0,1,1,2020-11-06 08:14:39,【肖战代言款】倍轻松（breo）按摩披肩 颈部按摩器 颈部按摩仪 背部腰部颈部按摩器 红外热敷 京东专供
13804874119,用了两三次就坏了，质量太多差了，联系客服说没有质保了，不能申请售后，才买了一个多星期，太@了，完全违反消费者法。,2020-01-29 23:15:03,1,1,1,2020-02-15 20:08:19,【肖战代言款】倍轻松（breo）按摩披肩 颈部按摩器 颈部按摩仪 背部腰部颈部按摩器 红外热敷 京东专供
15705027577,很好的,2021-05-21 09:28:53,0,1,5,2021-05-22 17:03:28,【肖战代言款】倍轻松（breo）按摩披肩 颈部按摩器 颈部按摩仪 背部腰部颈部按摩器 红外热敷 京东专供
15570168980,很好用,2021-04-16 20:35:12,0,1,5,2021-04-17 15:50:59,【肖战代言款】倍轻松（breo）按摩披肩 颈部按摩器 颈部按摩仪 背部腰部颈部按摩器 红外热敷 京东专供
15871875606,老人家年龄82多了，已经嘱咐过送上门，还让上门取！,2021-06-24 17:51:00,0,1,1,2021-06-26 11:03:05,【肖战代言款】倍轻松（breo）按摩披肩 颈部按摩器 颈部按摩仪 背部腰部颈部按摩器 红外热敷 京东专供
14101328322,产品很快收到，可是用了10分钟，就一边动作一边不动作了，客服说，产品就是要用10分钟休息30分钟！还说，你想用也可以用。然后客服就再也不说话了，爱咋滴咋滴吧！,2020-04-30 15:17:20,2,1,1,2020-05-01 22:03:16,【肖战代言款】倍轻松（breo）按摩披肩 颈部按摩器 颈部按摩仪 背部腰部颈部按摩器 红外热敷 京东专供
15127429606,这个不好，调到最大的力度都感觉不大，而且模式也不好，没什么感觉，属实不好,2020-12-22 21:03:17,1,1,1,2021-01-02 23:16:12,【肖战代言款】倍轻松（breo）按摩披肩 颈部按摩器 颈部按摩仪 背部腰部颈部按摩器 红外热敷 京东专供
15581293909,我用最高档，按摩10分钟，就不能接着按了？机器要休息？,2021-04-11 23:09:39,0,1,1,2021-04-20 14:22:04,【肖战代言款】倍轻松（breo）按摩披肩 颈部按摩器 颈部按摩仪 背部腰部颈部按摩器 红外热敷 京东专供
15484436481,用了2，3次就坏了，神奇,2021-03-21 11:12:13,0,1,1,2021-03-31 21:22:15,【肖战代言款】倍轻松（breo）按摩披肩 颈部按摩器 颈部按摩仪 背部腰部颈部按摩器 红外热敷 京东专供
15316698418,太次，用了一次就不会工作了,2021-02-10 04:49:55,0,1,1,2021-02-12 21:23:29,【肖战代言款】倍轻松（breo）按摩披肩 颈部按摩器 颈部按摩仪 背部腰部颈部按摩器 红外热敷 京东专供
15321980028,体验差，和产品说明不符，并且客服态度一般。,2021-02-13 11:14:02,0,1,1,2021-02-15 22:52:48,【肖战代言款】倍轻松（breo）按摩披肩 颈部按摩器 颈部按摩仪 背部腰部颈部按摩器 红外热敷 京东专供
15333783581,没用不知道是否好用。,2021-02-14 12:44:27,0,1,1,2021-02-20 14:50:34,【肖战代言款】倍轻松（breo）按摩披肩 颈部按摩器 颈部按摩仪 背部腰部颈部按摩器 红外热敷 京东专供
14219735599,京东就是坑，刚买不到一周119，买的，现在99，到手价显示不高于57，客服打电话过来各种不合常理的算，就是说不退差价，,2020-05-22 20:29:13,0,1,1,2020-06-01 00:11:54,【肖战代言款】倍轻松（breo）按摩披肩 颈部按摩器 颈部按摩仪 背部腰部颈部按摩器 红外热敷 京东专供
15343326283,真的很差，很差 ，就得了个老血栓似的,2021-02-17 12:05:31,0,1,1,2021-02-23 13:12:00,【肖战代言款】倍轻松（breo）按摩披肩 颈部按摩器 颈部按摩仪 背部腰部颈部按摩器 红外热敷 京东专供
14876080282,很沉很沉很沉，很吵很吵很吵，重要的事情说三遍。女孩子们慎重慎重慎重。,2020-11-02 15:05:40,0,1,1,2020-11-10 22:43:27,【肖战代言款】倍轻松（breo）按摩披肩 颈部按摩器 颈部按摩仪 背部腰部颈部按摩器 红外热敷 京东专供
14746009345,晒了一个礼拜，还是有味道，质量太差了,2020-09-04 07:24:17,0,1,1,2020-10-12 21:01:59,【肖战代言款】倍轻松（breo）按摩披肩 颈部按摩器 颈部按摩仪 背部腰部颈部按摩器 红外热敷 京东专供
14231888175,一星送给客服，券出了问题不知道找方法解决，就知道甩锅,2020-06-01 09:05:14,0,1,1,2020-06-03 14:46:21,【肖战代言款】倍轻松（breo）按摩披肩 颈部按摩器 颈部按摩仪 背部腰部颈部按摩器 红外热敷 京东专供
14860060297,买贵了，刚买完就降价,2020-11-03 22:26:36,0,1,1,2020-11-07 23:48:37,【肖战代言款】倍轻松（breo）按摩披肩 颈部按摩器 颈部按摩仪 背部腰部颈部按摩器 红外热敷 京东专供
13937343642,效果不是很好，力度不够。加力度跟没加一样,2020-03-13 22:36:09,0,1,1,2020-03-20 14:12:53,【肖战代言款】倍轻松（breo）按摩披肩 颈部按摩器 颈部按摩仪 背部腰部颈部按摩器 红外热敷 京东专供
13658008520,谁买谁上当，没有什么用。,2019-11-16 14:36:15,0,1,1,2019-12-29 01:06:43,【肖战代言款】倍轻松（breo）按摩披肩 颈部按摩器 颈部按摩仪 背部腰部颈部按摩器 红外热敷 京东专供
15888406985,很好,2021-06-18 00:09:31,0,0,5,2021-06-29 10:55:47,【肖战代言款】倍轻松（breo）按摩披肩 颈部按摩器 颈部按摩仪 背部腰部颈部按摩器 红外热敷 京东专供
15735570532,满意,2021-04-13 23:01:36,0,1,5,2021-05-30 10:23:53,【肖战代言款】倍轻松（breo）按摩披肩 颈部按摩器 颈部按摩仪 背部腰部颈部按摩器 红外热敷 京东专供
15706680210,挺好,2021-05-09 01:07:41,0,1,5,2021-05-23 01:34:56,【肖战代言款】倍轻松（breo）按摩披肩 颈部按摩器 颈部按摩仪 背部腰部颈部按摩器 红外热敷 京东专供
15895326363,不错,2021-06-20 19:49:10,0,0,5,2021-06-30 12:07:31,【肖战代言款】倍轻松（breo）按摩披肩 颈部按摩器 颈部按摩仪 背部腰部颈部按摩器 红外热敷 京东专供
15894679082,好的,2021-06-29 19:23:34,0,0,5,2021-06-30 10:09:58,【肖战代言款】倍轻松（breo）按摩披肩 颈部按摩器 颈部按摩仪 背部腰部颈部按摩器 红外热敷 京东专供
15801626958,真快,2021-06-12 15:04:17,0,0,5,2021-06-13 15:23:22,【肖战代言款】倍轻松（breo）按摩披肩 颈部按摩器 颈部按摩仪 背部腰部颈部按摩器 红外热敷 京东专供
15781250465,好用,2021-05-19 11:26:56,0,1,5,2021-06-08 22:32:14,【肖战代言款】倍轻松（breo）按摩披肩 颈部按摩器 颈部按摩仪 背部腰部颈部按摩器 红外热敷 京东专供
15653866622,满意,2021-04-28 22:15:29,0,0,5,2021-05-10 06:56:03,【肖战代言款】倍轻松（breo）按摩披肩 颈部按摩器 颈部按摩仪 背部腰部颈部按摩器 红外热敷 京东专供
15548334256,很好,2021-04-12 14:42:11,0,0,5,2021-04-14 14:53:18,【肖战代言款】倍轻松（breo）按摩披肩 颈部按摩器 颈部按摩仪 背部腰部颈部按摩器 红外热敷 京东专供
15541675060,不错,2021-04-08 11:22:12,0,0,5,2021-04-13 17:53:06,【肖战代言款】倍轻松（breo）按摩披肩 颈部按摩器 颈部按摩仪 背部腰部颈部按摩器 红外热敷 京东专供
15309864277,一点也不好,2021-02-03 11:08:15,0,1,1,2021-02-09 14:40:43,【肖战代言款】倍轻松（breo）按摩披肩 颈部按摩器 颈部按摩仪 背部腰部颈部按摩器 红外热敷 京东专供
14876018774,一般般,2020-09-17 00:30:28,0,1,3,2020-11-10 22:31:05,【肖战代言款】倍轻松（breo）按摩披肩 颈部按摩器 颈部按摩仪 背部腰部颈部按摩器 红外热敷 京东专供
15881410381,好,2021-05-18 07:51:16,0,0,5,2021-06-28 08:12:06,【肖战代言款】倍轻松（breo）按摩披肩 颈部按摩器 颈部按摩仪 背部腰部颈部按摩器 红外热敷 京东专供
15757933604,一般,2021-05-09 19:24:44,0,1,4,2021-06-04 08:00:27,【肖战代言款】倍轻松（breo）按摩披肩 颈部按摩器 颈部按摩仪 背部腰部颈部按摩器 红外热敷 京东专供
15497952642,差评不能调模式，调模式直接变成关闭,2021-03-27 11:26:33,0,2,2,2021-04-04 14:23:45,【肖战代言款】倍轻松（breo）按摩披肩 颈部按摩器 颈部按摩仪 背部腰部颈部按摩器 红外热敷 京东专供
15729242823,好,2021-05-26 16:53:45,0,1,5,2021-05-28 15:54:48,【肖战代言款】倍轻松（breo）按摩披肩 颈部按摩器 颈部按摩仪 背部腰部颈部按摩器 红外热敷 京东专供
15839553724,好,2021-05-12 10:41:56,1,0,4,2021-06-20 15:05:24,【肖战代言款】倍轻松（breo）按摩披肩 颈部按摩器 颈部按摩仪 背部腰部颈部按摩器 红外热敷 京东专供
13947201652,踩雷,2020-03-15 21:55:08,1,1,1,2020-03-23 06:25:43,【肖战代言款】倍轻松（breo）按摩披肩 颈部按摩器 颈部按摩仪 背部腰部颈部按摩器 红外热敷 京东专供
14353455237,买了第一个不亮灯，质量问题退换竟然不包邮费，差评！,2020-06-12 11:39:17,0,1,1,2020-06-28 10:39:42,【肖战代言款】倍轻松（breo）按摩披肩 颈部按摩器 颈部按摩仪 背部腰部颈部按摩器 红外热敷 京东专供
15795925774,放在办公室用。缓解腰部肌肉的紧张程度,2021-04-22 21:22:05,0,0,5,2021-06-12 09:28:14,【肖战代言款】倍轻松（breo）Sport-M0210筋膜枪按摩抢肌肉筋膜放松肌肉 器放松深层 充电便携续航长静音
15794895800,之前朋友买过不错，赶上这次活动价格合适就买了。,2021-06-07 20:43:19,0,0,5,2021-06-11 22:22:27,【肖战代言款】倍轻松（breo）Sport-M0210筋膜枪按摩抢肌肉筋膜放松肌肉 器放松深层 充电便携续航长静音
15756152829,多次购买倍轻松的产品了，使用方便，舒服,2021-04-25 14:24:52,0,1,5,2021-06-03 19:40:13,【肖战代言款】倍轻松（breo）Sport-M0210筋膜枪按摩抢肌肉筋膜放松肌肉 器放松深层 充电便携续航长静音
15742300613,"送给家长的，边充电边工作，十五分钟后休息半小时。声音蛮大的，特别是放在椅子上就非常的吵，笑死，根本睡不着。
说实话现在是被闲置了，并没有很放松的感觉，而且累了一天回家想放松了，插电调整最后只有十五分钟，真的感官下来不是很棒，个人感受。家长其实也不是很喜欢，能感觉到，可能因为我送的一周用了两次，个人体验一下不是很舒服。毕竟，这个钱也不少了，用起来真的蛮鸡肋的和skg真的并排走。
好家伙我去搜了skg一个肖战一个王一博真就绝配呗这两个人。真的觉得这个钱花了还不如多吃几碗面，父亲节母亲节请吃顿饭真的比这实用多了?",2021-04-28 21:17:04,0,1,3,2021-05-31 22:59:11,【肖战代言款】倍轻松（breo）Sport-M0210筋膜枪按摩抢肌肉筋膜放松肌肉 器放松深层 充电便携续航长静音
15742125262,很好用的一款按摩垫，有按摩和捶打两个功能，捶打肩膀和腰部很舒服，平时有个腰酸背痛用这个可以缓解不少，用起来也方便还不占地方！,2021-04-22 00:24:01,0,1,5,2021-05-31 22:13:41,【肖战代言款】倍轻松（breo）Sport-M0210筋膜枪按摩抢肌肉筋膜放松肌肉 器放松深层 充电便携续航长静音
15741788702,还可以，就是中间脚弓部位还不足,2021-04-12 15:16:56,0,1,5,2021-05-31 20:54:53,【肖战代言款】倍轻松（breo）Sport-M0210筋膜枪按摩抢肌肉筋膜放松肌肉 器放松深层 充电便携续航长静音
15706289757,买来送朋友的，很好用,2021-05-12 23:15:39,0,1,5,2021-05-22 22:29:27,【肖战代言款】倍轻松（breo）Sport-M0210筋膜枪按摩抢肌肉筋膜放松肌肉 器放松深层 充电便携续航长静音
15706290526,很好用，听爸妈说,2021-05-13 06:48:33,0,1,5,2021-05-22 22:28:59,【肖战代言款】倍轻松（breo）Sport-M0210筋膜枪按摩抢肌肉筋膜放松肌肉 器放松深层 充电便携续航长静音
15703552593,总体还不错哦，可按可震动，可腰可背可腿可肚子，还可加热，送给婆婆，就看看耐用不。活动还用了优惠券，比下来算实惠了，毕竟随便一次按摩也不少钱了，这个在家随时用。定时15分钟。,2021-04-26 11:45:41,0,1,5,2021-05-22 10:54:36,【肖战代言款】倍轻松（breo）Sport-M0210筋膜枪按摩抢肌肉筋膜放松肌肉 器放松深层 充电便携续航长静音
15695278562,好硬 值得购买。,2021-05-16 14:10:47,0,2,5,2021-05-20 10:54:01,【肖战代言款】倍轻松（breo）Sport-M0210筋膜枪按摩抢肌肉筋膜放松肌肉 器放松深层 充电便携续航长静音
15682190778,给妈妈买的 挺舒服 是揉捏款式 也有敲打,2021-05-08 14:19:03,0,1,5,2021-05-17 09:57:41,【肖战代言款】倍轻松（breo）Sport-M0210筋膜枪按摩抢肌肉筋膜放松肌肉 器放松深层 充电便携续航长静音
15670562436,"东西发货还是很快的
就是直接套个防水袋就这么过来了  
箱子已经变形                                                         
好在里边的东西没坏",2021-04-22 14:02:16,0,0,5,2021-05-14 10:38:03,【肖战代言款】倍轻松（breo）Sport-M0210筋膜枪按摩抢肌肉筋膜放松肌肉 器放松深层 充电便携续航长静音
15664464987,送货很快，性价比高，比超市便宜。,2021-04-30 12:28:07,0,0,5,2021-05-12 17:53:00,【肖战代言款】倍轻松（breo）Sport-M0210筋膜枪按摩抢肌肉筋膜放松肌肉 器放松深层 充电便携续航长静音
15662952592,只有一个头，没有替换头,2021-05-10 21:30:00,0,0,4,2021-05-12 11:13:16,【肖战代言款】倍轻松（breo）Sport-M0210筋膜枪按摩抢肌肉筋膜放松肌肉 器放松深层 充电便携续航长静音
15660100702,东西材质看着不错，按摩还是不错的，按摩力道挺大，按完也比较舒服。京东送货也很快，必须给好评。,2021-04-29 13:06:08,0,1,5,2021-05-11 16:35:55,【肖战代言款】倍轻松（breo）Sport-M0210筋膜枪按摩抢肌肉筋膜放松肌肉 器放松深层 充电便携续航长静音
15658747454,"速度很快
用起来再来补充感受",2021-05-10 14:52:49,0,1,4,2021-05-11 10:56:30,【肖战代言款】倍轻松（breo）Sport-M0210筋膜枪按摩抢肌肉筋膜放松肌肉 器放松深层 充电便携续航长静音
15655251357,不错哦，按摩效果棒棒哒,2021-04-27 10:26:31,0,0,5,2021-05-10 13:19:08,【肖战代言款】倍轻松（breo）Sport-M0210筋膜枪按摩抢肌肉筋膜放松肌肉 器放松深层 充电便携续航长静音
15646712182,很舒适,2021-05-07 07:51:12,0,0,5,2021-05-08 09:22:54,【肖战代言款】倍轻松（breo）Sport-M0210筋膜枪按摩抢肌肉筋膜放松肌肉 器放松深层 充电便携续航长静音
15637829813,不知道是不是运气差，买到的筋膜*只用最小一档就很大噪音，而且响的很不正常，像磕碰一样，不要说质感了，简直响得让人很烦躁,2021-04-27 11:33:46,0,1,3,2021-05-05 21:41:46,【肖战代言款】倍轻松（breo）Sport-M0210筋膜枪按摩抢肌肉筋膜放松肌肉 器放松深层 充电便携续航长静音
15621524406,好用，挺好的，有一点力度小，按摩下一点最好,2021-04-30 10:54:37,0,1,5,2021-05-01 09:59:58,【肖战代言款】倍轻松（breo）Sport-M0210筋膜枪按摩抢肌肉筋膜放松肌肉 器放松深层 充电便携续航长静音
15618124191,活动价格挺合适的！比上一个合适，这个有捶背功能！,2021-03-08 10:08:39,0,1,5,2021-04-30 09:50:21,【肖战代言款】倍轻松（breo）Sport-M0210筋膜枪按摩抢肌肉筋膜放松肌肉 器放松深层 充电便携续航长静音
15600434017,京东物流非常快，按摩效果很不错，值得购买,2021-04-23 11:44:32,0,1,5,2021-04-25 15:40:02,【肖战代言款】倍轻松（breo）Sport-M0210筋膜枪按摩抢肌肉筋膜放松肌肉 器放松深层 充电便携续航长静音
15594511837,这个价格已经无敌了，在商店看了很长时间看来很多家,2021-04-15 12:58:05,0,1,5,2021-04-23 23:04:58,【肖战代言款】倍轻松（breo）Sport-M0210筋膜枪按摩抢肌肉筋膜放松肌肉 器放松深层 充电便携续航长静音
15568437598,一下买了两个，不仅按摩，还能捶打，还能发热，这点比较好。,2021-02-13 20:46:09,0,1,5,2021-04-17 06:15:24,【肖战代言款】倍轻松（breo）Sport-M0210筋膜枪按摩抢肌肉筋膜放松肌肉 器放松深层 充电便携续航长静音
15532509310,整个机身抖动厉害，噪音也大，真心不值,2021-03-15 16:53:13,1,1,1,2021-04-12 08:50:41,【肖战代言款】倍轻松（breo）Sport-M0210筋膜枪按摩抢肌肉筋膜放松肌肉 器放松深层 充电便携续航长静音
15513048454,还不错,2021-03-31 10:25:28,0,1,5,2021-04-08 16:25:44,【肖战代言款】倍轻松（breo）Sport-M0210筋膜枪按摩抢肌肉筋膜放松肌肉 器放松深层 充电便携续航长静音
15504321124,用孩子压岁钱买来送给她姥姥姥爷，用着还不错,2021-02-17 19:29:04,0,1,5,2021-04-06 11:10:16,【肖战代言款】倍轻松（breo）Sport-M0210筋膜枪按摩抢肌肉筋膜放松肌肉 器放松深层 充电便携续航长静音
15499923287,买过一个按摩肩膀的  用了六七年都好着   这次又买了这个按摩腰部的  还是质量好  按着舒服,2021-03-29 18:24:54,0,1,5,2021-04-05 07:01:06,【肖战代言款】倍轻松（breo）Sport-M0210筋膜枪按摩抢肌肉筋膜放松肌肉 器放松深层 充电便携续航长静音
15486180458,我特别认真的进行这次评价 商品本身没有任何毛病 是好商品 这家也是京东里面卖的最便宜的 同样的东西 又都是旗舰店 自营产品 差了100块钱 这家到手279 我用了70块钱京豆,2021-03-31 19:31:10,0,1,5,2021-04-01 12:07:27,【肖战代言款】倍轻松（breo）Sport-M0210筋膜枪按摩抢肌肉筋膜放松肌肉 器放松深层 充电便携续航长静音
15482031747,倍轻松   腰部按摩仪   感觉还是挺给力的   无论放在车里   还是放在办公椅子上都是不错的    按摩力道很舒服    几个球状旋钮也很到位  整体来说不错,2021-03-26 14:08:25,0,1,5,2021-03-31 10:36:43,【肖战代言款】倍轻松（breo）Sport-M0210筋膜枪按摩抢肌肉筋膜放松肌肉 器放松深层 充电便携续航长静音
15481404607,质量挺好的，婆婆每天都要用。,2021-02-06 09:23:14,0,1,5,2021-03-31 06:58:03,【肖战代言款】倍轻松（breo）Sport-M0210筋膜枪按摩抢肌肉筋膜放松肌肉 器放松深层 充电便携续航长静音
15472304071,此用户未填写评价内容,2021-03-27 13:18:41,0,0,5,2021-03-28 18:47:42,【肖战代言款】倍轻松（breo）Sport-M0210筋膜枪按摩抢肌肉筋膜放松肌肉 器放松深层 充电便携续航长静音
15451110623,不错不错不错，送人了,2021-03-02 09:17:33,0,0,5,2021-03-22 23:04:54,【肖战代言款】倍轻松（breo）Sport-M0210筋膜枪按摩抢肌肉筋膜放松肌肉 器放松深层 充电便携续航长静音
15408355589,送货很快，包装好，不错！,2021-02-03 01:15:18,0,1,5,2021-03-11 15:28:07,【肖战代言款】倍轻松（breo）Sport-M0210筋膜枪按摩抢肌肉筋膜放松肌肉 器放松深层 充电便携续航长静音
15406829512,女神节活动，和朋友组团一起买了3个，才拆开一个用，效果不错！,2021-03-03 22:22:09,0,1,5,2021-03-11 09:10:49,【肖战代言款】倍轻松（breo）Sport-M0210筋膜枪按摩抢肌肉筋膜放松肌肉 器放松深层 充电便携续航长静音
